site,genus,species,individual,pressure_trt,stipe_length_cm,temp,height_ph_cm,height_stipe_cm,file_name,background_init_t1,background_init_t2,flow_t1,flow_t2,background_final_t1,background_final_t2,ab_adjustments
las_cruces,oleandra,costaricensis,4,1,7.4,25.3,60,4.2,,160,220,320,380,490,550,good
las_cruces,oleandra,costaricensis,4,1.5,7.2,24.8,59.7,4.2,,125,185,330,390,450,510,good
las_cruces,oleandra,costaricensis,4,2,7,24.4,59.3,4.2,,400,460,515,575,685,745,good
las_cruces,oleandra,costaricensis,4,2.5,6.8,24.9,58.8,4.3,,145,205,225,285,445,505,good
las_cruces,oleandra,costaricensis,7,0,7.8,25.9,60.9,4.2,,100,160,185,245,395,455,good
las_cruces,oleandra,costaricensis,7,0.5,7.6,25.2,60.3,4.3,,140,200,310,370,520,580,good
las_cruces,oleandra,costaricensis,7,1,7.4,25,59.8,4.2,,105,165,300,360,485,545,good
las_cruces,oleandra,costaricensis,7,1.5,7.2,24.7,59.6,4.2,,115,170,200,260,344,400,
las_cruces,oleandra,costaricensis,7,2,7,24.4,59,4.2,,200,260,285,345,,,good
las_cruces,oleandra,costaricensis,7,2,7,24.4,59,4.2,B,,,,,470,530,good
las_cruces,oleandra,costaricensis,7,2.5,6.8,24.9,58.5,4.3,,165,225,250,310,425,485,good
las_cruces,oleandra,costaricensis,6,0,8,24.4,58.3,4.3,,125,185,215,275,420,480,good
las_cruces,oleandra,costaricensis,6,0.5,7.8,24.1,57.8,4.3,,55,115,155,215,355,415,good
las_cruces,oleandra,costaricensis,6,1,7.6,23.6,57.4,4.2,,250,310,335,395,475,535,good
las_cruces,oleandra,costaricensis,6,1.5,7.4,23.4,56.9,4.2,,105,165,285,345,445,505,good
las_cruces,oleandra,costaricensis,6,2,7.2,23.1,56.5,4.2,,300,360,480,540,700,760,good
las_cruces,oleandra,costaricensis,8,0,8.8,24.2,58.1,4.2,,165,225,250,310,430,490,good
las_cruces,oleandra,costaricensis,8,0.5,8.6,23.8,57.4,4.3,,90,150,175,235,330,390,good
las_cruces,oleandra,costaricensis,8,1,8.4,23.6,57,4.2,,185,245,300,360,505,565,good
las_cruces,oleandra,costaricensis,8,1.5,8.2,23.1,56.6,4.2,,220,280,335,395,625,685,good
las_cruces,oleandra,costaricensis,8,2,8,23,56.2,4.2,,250,310,330,390,545,605,good
las_cruces,oleandra,costaricensis,8,2.5,7.8,22.9,55.4,4.3,,385,445,485,545,650,710,good
