site,species,plant_no,disk,fov_mm2,sd_cm2,sd_mm2,niche,genusspecies,group
las_cruces,nephrolepis_brownii,4,1,0.159,0.566037736,56.60377358,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,4,2,0.159,0.628930818,62.89308176,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,4,3,0.159,0.649895178,64.98951782,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,5,1,0.159,0.733752621,73.37526205,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,5,2,0.159,0.71278826,71.278826,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,5,3,0.159,0.607966457,60.7966457,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,6,1,0.159,0.566037736,56.60377358,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,6,2,0.159,0.524109015,52.41090147,terrestrial,nepbro,E1
las_cruces,nephrolepis_brownii,6,3,0.159,0.545073375,54.50733753,terrestrial,nepbro,E1
las_cruces,niphidium_crassifolium,1,1,0.159,0.440251572,44.02515723,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,1,2,0.159,0.398322851,39.83228512,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,1,3,0.159,0.461215933,46.12159329,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,2,1,0.159,0.398322851,39.83228512,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,2,2,0.159,0.419287212,41.92872117,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,2,3,0.159,0.293501048,29.35010482,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,3,1,0.159,0.670859539,67.08595388,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,3,2,0.159,0.587002096,58.70020964,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,3,3,0.159,0.733752621,73.37526205,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,4,1,0.159,0.461215933,46.12159329,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,4,2,0.159,0.440251572,44.02515723,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,4,3,0.159,0.503144654,50.31446541,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,5,1,0.159,0.838574423,83.85744235,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,5,2,0.159,0.691823899,69.18238994,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,5,3,0.159,0.545073375,54.50733753,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,6,1,0.159,0.503144654,50.31446541,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,6,2,0.159,0.503144654,50.31446541,epiphyte,nipcra,E1
las_cruces,niphidium_crassifolium,6,3,0.159,0.607966457,60.7966457,epiphyte,nipcra,E1
las_cruces,oleandra_costaricensis,1,1,0.159,0.901467505,90.14675052,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,1,2,0.159,0.901467505,90.14675052,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,1,3,0.159,0.880503145,88.05031447,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,2,1,0.159,0.838574423,83.85744235,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,2,2,0.159,0.985324948,98.53249476,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,2,3,0.159,0.838574423,83.85744235,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,3,1,0.159,1.132075472,113.2075472,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,3,2,0.159,0.922431866,92.24318658,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,3,3,0.159,1.048218029,104.8218029,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,4,1,0.159,1.132075472,113.2075472,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,4,2,0.159,1.153039832,115.3039832,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,4,3,0.159,1.278825996,127.8825996,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,5,1,0.159,0.880503145,88.05031447,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,5,2,0.159,1.027253669,102.7253669,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,5,3,0.159,0.985324948,98.53249476,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,6,1,0.159,0.964360587,96.4360587,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,6,2,0.159,0.587002096,58.70020964,terrestrial,olecos,E1
las_cruces,oleandra_costaricensis,6,3,0.159,0.775681342,77.56813417,terrestrial,olecos,E1
las_cruces,olfersia_cervina,1,1,0.159,1.027253669,102.7253669,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,1,2,0.159,0.985324948,98.53249476,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,1,3,0.159,0.838574423,83.85744235,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,2,1,0.159,1.090146751,109.0146751,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,2,2,0.159,1.027253669,102.7253669,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,2,3,0.159,0.985324948,98.53249476,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,3,1,0.159,1.027253669,102.7253669,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,3,2,0.159,0.880503145,88.05031447,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,3,3,0.159,0.796645702,79.66457023,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,4,1,0.159,0.796645702,79.66457023,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,4,2,0.159,0.775681342,77.56813417,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,4,3,0.159,0.775681342,77.56813417,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,5,1,0.159,0.754716981,75.47169811,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,5,2,0.159,0.754716981,75.47169811,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,5,3,0.159,0.880503145,88.05031447,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,6,1,0.159,0.733752621,73.37526205,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,6,2,0.159,0.545073375,54.50733753,terrestrial,olfcer,E1
las_cruces,olfersia_cervina,6,3,0.159,0.691823899,69.18238994,terrestrial,olfcer,E1
las_cruces,parablechnum_schiedeanum,1,1,0.159,0.880503145,88.05031447,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,1,2,0.159,0.859538784,85.95387841,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,1,3,0.159,0.922431866,92.24318658,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,2,1,0.159,0.838574423,83.85744235,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,2,2,0.159,0.943396226,94.33962264,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,2,3,0.159,1.006289308,100.6289308,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,3,1,0.159,1.06918239,106.918239,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,3,2,0.159,1.111111111,111.1111111,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,3,3,0.159,1.174004193,117.4004193,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,4,1,0.159,0.838574423,83.85744235,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,4,2,0.159,0.964360587,96.4360587,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,4,3,0.159,0.880503145,88.05031447,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,5,1,0.159,0.859538784,85.95387841,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,5,2,0.159,0.859538784,85.95387841,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,5,3,0.159,0.691823899,69.18238994,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,6,1,0.159,0.922431866,92.24318658,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,6,2,0.159,0.607966457,60.7966457,terrestrial,blesch,E2
las_cruces,parablechnum_schiedeanum,6,3,0.159,0.817610063,81.76100629,terrestrial,blesch,E2
las_cruces,parapolystichum_excultum,1,1,0.159,0.649895178,64.98951782,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,1,2,0.159,0.566037736,56.60377358,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,1,3,0.159,0.607966457,60.7966457,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,2,1,0.159,0.587002096,58.70020964,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,2,2,0.159,0.503144654,50.31446541,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,2,3,0.159,0.670859539,67.08595388,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,3,1,0.159,0.670859539,67.08595388,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,3,2,0.159,0.649895178,64.98951782,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,3,3,0.159,0.419287212,41.92872117,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,4,1,0.159,0.607966457,60.7966457,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,4,2,0.159,0.524109015,52.41090147,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,4,3,0.159,0.482180294,48.21802935,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,5,1,0.159,0.587002096,58.70020964,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,5,2,0.159,0.461215933,46.12159329,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,5,3,0.159,0.691823899,69.18238994,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,6,1,0.159,0.524109015,52.41090147,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,6,2,0.159,0.607966457,60.7966457,terrestrial,parexc,E1
las_cruces,parapolystichum_excultum,6,3,0.159,0.775681342,77.56813417,terrestrial,parexc,E1
las_cruces,serpocaulon_fraxinifolium,1,1,0.159,0.71278826,71.278826,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,1,2,0.159,0.754716981,75.47169811,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,1,3,0.159,0.649895178,64.98951782,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,2,1,0.159,0.796645702,79.66457023,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,2,2,0.159,0.482180294,48.21802935,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,2,3,0.159,0.587002096,58.70020964,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,3,1,0.159,0.775681342,77.56813417,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,3,2,0.159,0.649895178,64.98951782,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,3,3,0.159,0.670859539,67.08595388,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,4,1,0.159,0.859538784,85.95387841,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,4,2,0.159,0.754716981,75.47169811,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,4,3,0.159,0.985324948,98.53249476,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,5,1,0.159,0.71278826,71.278826,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,5,2,0.159,0.587002096,58.70020964,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,5,3,0.159,0.733752621,73.37526205,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,6,1,0.159,0.545073375,54.50733753,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,6,2,0.159,0.670859539,67.08595388,epiphyte,serfra,E1
las_cruces,serpocaulon_fraxinifolium,6,3,0.159,0.524109015,52.41090147,epiphyte,serfra,E1
las_cruces,serpocaulon_triseriale,1,1,0.159,0.587002096,58.70020964,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,1,2,0.159,0.587002096,58.70020964,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,1,3,0.159,0.607966457,60.7966457,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,2,1,0.159,0.377358491,37.73584906,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,2,2,0.159,0.419287212,41.92872117,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,2,3,0.159,0.35639413,35.639413,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,3,1,0.159,0.461215933,46.12159329,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,3,2,0.159,0.482180294,48.21802935,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,3,3,0.159,0.503144654,50.31446541,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,4,1,0.159,0.607966457,60.7966457,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,4,2,0.159,0.503144654,50.31446541,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,4,3,0.159,0.440251572,44.02515723,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,5,1,0.159,0.419287212,41.92872117,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,5,2,0.159,0.524109015,52.41090147,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,5,3,0.159,0.607966457,60.7966457,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,6,1,0.159,0.607966457,60.7966457,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,6,2,0.159,0.71278826,71.278826,epiphyte,sertri,E1
las_cruces,serpocaulon_triseriale,6,3,0.159,0.628930818,62.89308176,epiphyte,sertri,E1
